Category;Brand;Product;Variant;SKU;Price;"Old price";"Currency ID";Weight;Stock;Units;Visible;Featured;"Meta title";"Meta keywords";"Meta description";Annotation;Description;Images;URL;to_rozetka;to__okaycms__yandex_xml_vendor_model;to__okaycms__yandex_xml;volume;Вес;Высота;Диаметр;Ткань;Предназначение;Наполнитель;"Количество наполнителя";"Объемный вес для транспортных компаний";"Производство ";Серия;Диагональ;"Тип экрана";"Разрешение экрана";Система;"Количество ядер";Процессор;"Частота процессора";"Оперативная память";"Встроенная память";"Поддержка SD карт";Sim-карт;"Размеры SIM";"GSM (2G)";3G;"LTE (4G)";WCDMA;"Основная камера";"Фронтальная камера";Вспышка;Bluetooth;GPS;A-GPS;Wi-Fi;"ИК порт";Разъемы;Аккумулятор;Размеры;Цвет;"Wi-Fi Hotspot";"Сканер отпечатков пальцев";"3G (UMTS)";Возраст;Пол;Комплектация;Материал;"Размеры упаковки";"Размер игрушки";"Страна производитель";"Тепловая мощность";"Максимальная температура теплоносителя";"Максимальное рабочее давление";"Конструкция радиатора";"Способ подключения";"Кол-во секций в радиаторе";"Объем воды в радиаторе";"Опрессовочное давление";"Способ установки";"Номинальный объем водонагревателя";"Положение установки";Форма;"Мощность ТЭНа";Гарантия;"Тип нагревательного элемента (ТЭНа)";Мощность;"Отвод газов";"Тип розжига";Производительность;"Производительность ГВС";"Модуляция мощности";"Вес (кг)";"Объем (м3)";"Габариты В.Ш.Г. (мм.)";"Мин. давление газа";Страна;"Вид мяса";Производитель;"Количество мест";"Высота сиденья";Водонепронецаемый;Автор;Язык;"Оригинальное название";Обложка;Страниц;Иллюстрации;"Год издания";Рубрика;"тип товара";"диаметр колеса";"длина хода вилки";вилка;"материал рамы";"задний переключатель";"тип заднего амортизатора";"тип тормозов";"Операционная сиситема";Память;Дисплей;Клавиатура;"Параметры сканера";"Тип штрих-кодов";PTT;Датчик;Пылевлагозащита;Ударопрочность;"Рабочая температура";"Габариты (мм)";"Ширина бумаги";"Тип корма";"Назначение корма";Порода;"Класс корма";Монтаж;Дверцы;Габариты
"Детские игрушки/Мягкие игрушки";;"Hatchimals: Драко в яйце номер 2";;SM19100/6034335;2429.00;;4;0.00;0;;1;0;"Hatchimals: Драко в яйце номер 2";"Hatchimals: Драко в яйце номер 2";"Hatchimals: Драко в яйце номер 2";"<div>Lorem Ipsum - это текст-""рыба"", часто используемый в печати и вэб-дизайне. Lorem Ipsum является стандартной ""рыбой"" для текстов на латинице с начала XVI века. В то время некий безымянный печатник создал большую коллекцию размеров и форм шрифтов, используя Lorem Ipsum для распечатки образцов. Lorem Ipsum не только успешно пережил без заметных изменений пять веков, но и перешагнул в электронный дизайн. Его популяризации в новое время послужили публикация листов Letraset с образцами Lorem Ipsum в 60-х годах и, в более недавнее время, программы электронной вёрстки типа Aldus PageMaker, в шаблонах которых используется Lorem Ipsum.</div>";"Lorem Ipsum - это текст-""рыба"", часто используемый в печати и вэб-дизайне. Lorem Ipsum является стандартной ""рыбой"" для текстов на латинице с начала XVI века. В то время некий безымянный печатник создал большую коллекцию размеров и форм шрифтов, используя Lorem Ipsum для распечатки образцов. Lorem Ipsum не только успешно пережил без заметных изменений пять веков, но и перешагнул в электронный дизайн. Его популяризации в новое время послужили публикация листов Letraset с образцами Lorem Ipsum в 60-х годах и, в более недавнее время, программы электронной вёрстки типа Aldus PageMaker, в шаблонах которых используется Lorem Ipsum.";"1_94.jpg, 2_92.jpg, 7_36.jpg, 6_50.jpg, 8_24.jpg, 9_6.jpg, 4_77.jpg, 5_60.jpg, 3_80.jpg";hatchimals-drako-v-yajtse--2;0;0;0;;;;;;;;;;;"Другие интерактивные питомцы";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4+;девочка..мальчик;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"Детские игрушки/Мягкие игрушки";;"Hatchimals: Пингви в яйце номер 2";;SM19100/6034333;2429.00;;4;0.00;0;;1;0;"Hatchimals: Пингви в яйце номер 2";"Hatchimals: Пингви в яйце номер 2";"Hatchimals: Пингви в яйце номер 2";"<div>Lorem Ipsum - это текст-""рыба"", часто используемый в печати и вэб-дизайне. Lorem Ipsum является стандартной ""рыбой"" для текстов на латинице с начала XVI века. В то время некий безымянный печатник создал большую коллекцию размеров и форм шрифтов, используя Lorem Ipsum для распечатки образцов. Lorem Ipsum не только успешно пережил без заметных изменений пять веков, но и перешагнул в электронный дизайн. Его популяризации в новое время послужили публикация листов Letraset с образцами Lorem Ipsum в 60-х годах и, в более недавнее время, программы электронной вёрстки типа Aldus PageMaker, в шаблонах которых используется Lorem Ipsum.</div>";"Lorem Ipsum - это текст-""рыба"", часто используемый в печати и вэб-дизайне. Lorem Ipsum является стандартной ""рыбой"" для текстов на латинице с начала XVI века. В то время некий безымянный печатник создал большую коллекцию размеров и форм шрифтов, используя Lorem Ipsum для распечатки образцов. Lorem Ipsum не только успешно пережил без заметных изменений пять веков, но и перешагнул в электронный дизайн. Его популяризации в новое время послужили публикация листов Letraset с образцами Lorem Ipsum в 60-х годах и, в более недавнее время, программы электронной вёрстки типа Aldus PageMaker, в шаблонах которых используется Lorem Ipsum.";"1_93.jpg, 2_91.jpg, 7_35.jpg, 6_49.jpg, 8_23.jpg, 9_5.jpg, 4_76.jpg, 5_59.jpg, 3_79.jpg";hatchimals-pingvi-v-yajtse--2;0;0;0;;;;;;;;;;;"Другие интерактивные питомцы";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4+;девочка..мальчик;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"Детские игрушки/Мягкие игрушки";;"Hatchimals: Драко в яйце номер 1";;SM19100/6028895;2699.00;;4;0.00;1;;1;;"Hatchimals: Драко в яйце номер 1";"Hatchimals: Драко в яйце номер 1";"Hatchimals: Драко в яйце номер 1";"<div>Lorem Ipsum - это текст-""рыба"", часто используемый в печати и вэб-дизайне. Lorem Ipsum является стандартной ""рыбой"" для текстов на латинице с начала XVI века. В то время некий безымянный печатник создал большую коллекцию размеров и форм шрифтов, используя Lorem Ipsum для распечатки образцов. Lorem Ipsum не только успешно пережил без заметных изменений пять веков, но и перешагнул в электронный дизайн. Его популяризации в новое время послужили публикация листов Letraset с образцами Lorem Ipsum в 60-х годах и, в более недавнее время, программы электронной вёрстки типа Aldus PageMaker, в шаблонах которых используется Lorem Ipsum.</div>";"<p>Lorem Ipsum - это текст-""рыба"", часто используемый в печати и вэб-дизайне. Lorem Ipsum является стандартной ""рыбой"" для текстов на латинице с начала XVI века. В то время некий безымянный печатник создал большую коллекцию размеров и форм шрифтов, используя Lorem Ipsum для распечатки образцов. Lorem Ipsum не только успешно пережил без заметных изменений пять веков, но и перешагнул в электронный дизайн. Его популяризации в новое время послужили публикация листов Letraset с образцами Lorem Ipsum в 60-х годах и, в более недавнее время, программы электронной вёрстки типа Aldus PageMaker, в шаблонах которых используется Lorem Ipsum.</p>";"1_92.jpg, 2_90.jpg, 5_58.jpg, 6_48.jpg, 7_34.jpg, 4_75.jpg, 3_78.jpg";hatchimals-drako-v-yajtse-1;0;0;0;;;;;;;;;;;"Другие интерактивные питомцы";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4+;девочка..мальчик;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"Детские игрушки/Мягкие игрушки";;"Hatchimals: Пингви в яйце номер 1";;SM19100/6028874;2429.00;2699.00;4;0.00;;;1;1;"Hatchimals: Пингви в яйце номер 1";"Hatchimals: Пингви в яйце номер 1";"Hatchimals: Пингви в яйце номер 1";"<div>Lorem Ipsum - это текст-""рыба"", часто используемый в печати и вэб-дизайне. Lorem Ipsum является стандартной ""рыбой"" для текстов на латинице с начала XVI века. В то время некий безымянный печатник создал большую коллекцию размеров и форм шрифтов, используя Lorem Ipsum для распечатки образцов. Lorem Ipsum не только успешно пережил без заметных изменений пять веков, но и перешагнул в электронный дизайн. Его популяризации в новое время послужили публикация листов Letraset с образцами Lorem Ipsum в 60-х годах и, в более недавнее время, программы электронной вёрстки типа Aldus PageMaker, в шаблонах которых используется Lorem Ipsum.</div>";"Lorem Ipsum - это текст-""рыба"", часто используемый в печати и вэб-дизайне. Lorem Ipsum является стандартной ""рыбой"" для текстов на латинице с начала XVI века. В то время некий безымянный печатник создал большую коллекцию размеров и форм шрифтов, используя Lorem Ipsum для распечатки образцов. Lorem Ipsum не только успешно пережил без заметных изменений пять веков, но и перешагнул в электронный дизайн. Его популяризации в новое время послужили публикация листов Letraset с образцами Lorem Ipsum в 60-х годах и, в более недавнее время, программы электронной вёрстки типа Aldus PageMaker, в шаблонах которых используется Lorem Ipsum.";"1_91.jpg, 2_89.jpg, 5_57.jpg, 6_47.jpg, 8_21.jpg, 9_4.jpg, 4_74.jpg, 7_33.jpg, 3_77.jpg";hatchimals-pingvi-v-yajtse--1;0;0;0;;;;;;;;;;;"Другие интерактивные питомцы";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4+;девочка..мальчик;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Смартфоны/Xiaomi;;"Телефон Xiaomi Redmi 4X - 2+16Gb";зеленый;;5000.00;;4;0.00;;;1;;"Телефон Xiaomi Redmi 4X - 2+16Gb";"Телефон Xiaomi Redmi 4X - 2+16Gb";"Телефон Xiaomi Redmi 4X - 2+16Gb";"<div>Lorem Ipsum - это текст-""рыба"", часто используемый в печати и вэб-дизайне. Lorem Ipsum является стандартной ""рыбой"" для текстов на латинице с начала XVI века. В то время некий безымянный печатник создал большую коллекцию размеров и форм шрифтов, используя Lorem Ipsum для распечатки образцов. Lorem Ipsum не только успешно пережил без заметных изменений пять веков, но и перешагнул в электронный дизайн. Его популяризации в новое время послужили публикация листов Letraset с образцами Lorem Ipsum в 60-х годах и, в более недавнее время, программы электронной вёрстки типа Aldus PageMaker, в шаблонах которых используется Lorem Ipsum.</div>";"<p>Lorem Ipsum - это текст-""рыба"", часто используемый в печати и вэб-дизайне. Lorem Ipsum является стандартной ""рыбой"" для текстов на латинице с начала XVI века. В то время некий безымянный печатник создал большую коллекцию размеров и форм шрифтов, используя Lorem Ipsum для распечатки образцов. Lorem Ipsum не только успешно пережил без заметных изменений пять веков, но и перешагнул в электронный дизайн. Его популяризации в новое время послужили публикация листов Letraset с образцами Lorem Ipsum в 60-х годах и, в более недавнее время, программы электронной вёрстки типа Aldus PageMaker, в шаблонах которых используется Lorem Ipsum.</p>";4h.jpg;telefon-xiaomi-redmi-4x---216gb;0;0;0;;"150 г";;;;;;;;;"Redmi 4";"5.0""";IPS;"1280x720 пикс.";"Android 6.0.1 +  MIUI V8";"8 (Cortex A-53)";"Snapdragon 435";"1.4 ГГц";"2 ГБ";"16 ГБ";"до 64 ГБ";"2 sim";"micro-SIM. nano-SIM (microSD)";"850 / 900 / 1800 / 1900 МГц";"850 / 900 / 1900 / 2100 МГц";"1800 / 1900 / 2100 / 2300 / 2500 / 2600 МГц";"850 / 900 / 1900 / 2100 МГц";"13 Мп";"5 Мп";Есть;4.2;Есть;Есть;"802.11 b/g/n";Есть;"microUSB. Аудио 3.5 мм";"4100 мАч";"139.2 x 70.0 x 8.7 мм";"Черный. Champagne. розовый";Есть;Есть;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Смартфоны/Xiaomi;;"Телефон Xiaomi Redmi 4X - 2+16Gb";синий;;5100.00;;4;;;;1;;"Телефон Xiaomi Redmi 4X - 2+16Gb";"Телефон Xiaomi Redmi 4X - 2+16Gb";"Телефон Xiaomi Redmi 4X - 2+16Gb";"<div>Lorem Ipsum - это текст-""рыба"", часто используемый в печати и вэб-дизайне. Lorem Ipsum является стандартной ""рыбой"" для текстов на латинице с начала XVI века. В то время некий безымянный печатник создал большую коллекцию размеров и форм шрифтов, используя Lorem Ipsum для распечатки образцов. Lorem Ipsum не только успешно пережил без заметных изменений пять веков, но и перешагнул в электронный дизайн. Его популяризации в новое время послужили публикация листов Letraset с образцами Lorem Ipsum в 60-х годах и, в более недавнее время, программы электронной вёрстки типа Aldus PageMaker, в шаблонах которых используется Lorem Ipsum.</div>";"<p>Lorem Ipsum - это текст-""рыба"", часто используемый в печати и вэб-дизайне. Lorem Ipsum является стандартной ""рыбой"" для текстов на латинице с начала XVI века. В то время некий безымянный печатник создал большую коллекцию размеров и форм шрифтов, используя Lorem Ipsum для распечатки образцов. Lorem Ipsum не только успешно пережил без заметных изменений пять веков, но и перешагнул в электронный дизайн. Его популяризации в новое время послужили публикация листов Letraset с образцами Lorem Ipsum в 60-х годах и, в более недавнее время, программы электронной вёрстки типа Aldus PageMaker, в шаблонах которых используется Lorem Ipsum.</p>";4h.jpg;telefon-xiaomi-redmi-4x---216gb;0;0;0;;"150 г";;;;;;;;;"Redmi 4";"5.0""";IPS;"1280x720 пикс.";"Android 6.0.1 +  MIUI V8";"8 (Cortex A-53)";"Snapdragon 435";"1.4 ГГц";"2 ГБ";"16 ГБ";"до 64 ГБ";"2 sim";"micro-SIM. nano-SIM (microSD)";"850 / 900 / 1800 / 1900 МГц";"850 / 900 / 1900 / 2100 МГц";"1800 / 1900 / 2100 / 2300 / 2500 / 2600 МГц";"850 / 900 / 1900 / 2100 МГц";"13 Мп";"5 Мп";Есть;4.2;Есть;Есть;"802.11 b/g/n";Есть;"microUSB. Аудио 3.5 мм";"4100 мАч";"139.2 x 70.0 x 8.7 мм";"Черный. Champagne. розовый";Есть;Есть;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Смартфоны/Xiaomi;;"Телефон Xiaomi Redmi 4X - 2+16Gb";красный;;5200.00;;4;;;;1;;"Телефон Xiaomi Redmi 4X - 2+16Gb";"Телефон Xiaomi Redmi 4X - 2+16Gb";"Телефон Xiaomi Redmi 4X - 2+16Gb";"<div>Lorem Ipsum - это текст-""рыба"", часто используемый в печати и вэб-дизайне. Lorem Ipsum является стандартной ""рыбой"" для текстов на латинице с начала XVI века. В то время некий безымянный печатник создал большую коллекцию размеров и форм шрифтов, используя Lorem Ipsum для распечатки образцов. Lorem Ipsum не только успешно пережил без заметных изменений пять веков, но и перешагнул в электронный дизайн. Его популяризации в новое время послужили публикация листов Letraset с образцами Lorem Ipsum в 60-х годах и, в более недавнее время, программы электронной вёрстки типа Aldus PageMaker, в шаблонах которых используется Lorem Ipsum.</div>";"<p>Lorem Ipsum - это текст-""рыба"", часто используемый в печати и вэб-дизайне. Lorem Ipsum является стандартной ""рыбой"" для текстов на латинице с начала XVI века. В то время некий безымянный печатник создал большую коллекцию размеров и форм шрифтов, используя Lorem Ipsum для распечатки образцов. Lorem Ipsum не только успешно пережил без заметных изменений пять веков, но и перешагнул в электронный дизайн. Его популяризации в новое время послужили публикация листов Letraset с образцами Lorem Ipsum в 60-х годах и, в более недавнее время, программы электронной вёрстки типа Aldus PageMaker, в шаблонах которых используется Lorem Ipsum.</p>";4h.jpg;telefon-xiaomi-redmi-4x---216gb;0;0;0;;"150 г";;;;;;;;;"Redmi 4";"5.0""";IPS;"1280x720 пикс.";"Android 6.0.1 +  MIUI V8";"8 (Cortex A-53)";"Snapdragon 435";"1.4 ГГц";"2 ГБ";"16 ГБ";"до 64 ГБ";"2 sim";"micro-SIM. nano-SIM (microSD)";"850 / 900 / 1800 / 1900 МГц";"850 / 900 / 1900 / 2100 МГц";"1800 / 1900 / 2100 / 2300 / 2500 / 2600 МГц";"850 / 900 / 1900 / 2100 МГц";"13 Мп";"5 Мп";Есть;4.2;Есть;Есть;"802.11 b/g/n";Есть;"microUSB. Аудио 3.5 мм";"4100 мАч";"139.2 x 70.0 x 8.7 мм";"Черный. Champagne. розовый";Есть;Есть;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Смартфоны/Xiaomi;;"Телефон Xiaomi Redmi 3S - 3+32Gb";;;154.45;;1;0.00;;;1;0;"Телефон Xiaomi Redmi 3S - 3+32Gb";"Телефон Xiaomi Redmi 3S - 3+32Gb";"Телефон Xiaomi Redmi 3S - 3+32Gb";"<div>Lorem Ipsum - это текст-""рыба"", часто используемый в печати и вэб-дизайне. Lorem Ipsum является стандартной ""рыбой"" для текстов на латинице с начала XVI века. В то время некий безымянный печатник создал большую коллекцию размеров и форм шрифтов, используя Lorem Ipsum для распечатки образцов. Lorem Ipsum не только успешно пережил без заметных изменений пять веков, но и перешагнул в электронный дизайн. Его популяризации в новое время послужили публикация листов Letraset с образцами Lorem Ipsum в 60-х годах и, в более недавнее время, программы электронной вёрстки типа Aldus PageMaker, в шаблонах которых используется Lorem Ipsum.</div>";"Lorem Ipsum - это текст-""рыба"", часто используемый в печати и вэб-дизайне. Lorem Ipsum является стандартной ""рыбой"" для текстов на латинице с начала XVI века. В то время некий безымянный печатник создал большую коллекцию размеров и форм шрифтов, используя Lorem Ipsum для распечатки образцов. Lorem Ipsum не только успешно пережил без заметных изменений пять веков, но и перешагнул в электронный дизайн. Его популяризации в новое время послужили публикация листов Letraset с образцами Lorem Ipsum в 60-х годах и, в более недавнее время, программы электронной вёрстки типа Aldus PageMaker, в шаблонах которых используется Lorem Ipsum.";s020304-01.jpg;telefon-xiaomi-redmi-3s---332gb;0;0;0;;"144 г";;;;;;;;;"Redmi 3S";"5.0""";IPS;"1280x720 пикс.";"Android 6.0.1 +  MIUI V8";"8 (Cortex A-53)";"Snapdragon 430";"1.4 ГГц";"3 ГБ";"32 ГБ";"до 128 ГБ";"2 sim";"micro-SIM. nano-SIM (microSD)";"850 / 900 / 1800 / 1900 МГц";"850 / 900 / 1900 / 2100 МГц";"1800 / 1900 / 2100 / 2300 / 2500 / 2600 МГц";"850 / 900 / 1900 / 2100 МГц";"13 Мп";"5 Мп";Есть;4.1;Есть;Есть;"802.11 b/g/n";Есть;"microUSB. OTG. Аудио 3.5 мм";"4100 мАч";"139.3 x 69.6 x 8.5 мм";"Серый. серебряный. золотой";Есть;Есть;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Смартфоны/Xiaomi;;"Телефон Xiaomi Redmi Note 4X - 4+64Gb";;;0.00;;1;0.00;;;1;0;"Телефон Xiaomi Redmi Note 4X - 4+64Gb";"Телефон Xiaomi Redmi Note 4X - 4+64Gb";"Телефон Xiaomi Redmi Note 4X - 4+64Gb";"<div>Lorem Ipsum - это текст-""рыба"", часто используемый в печати и вэб-дизайне. Lorem Ipsum является стандартной ""рыбой"" для текстов на латинице с начала XVI века. В то время некий безымянный печатник создал большую коллекцию размеров и форм шрифтов, используя Lorem Ipsum для распечатки образцов. Lorem Ipsum не только успешно пережил без заметных изменений пять веков, но и перешагнул в электронный дизайн. Его популяризации в новое время послужили публикация листов Letraset с образцами Lorem Ipsum в 60-х годах и, в более недавнее время, программы электронной вёрстки типа Aldus PageMaker, в шаблонах которых используется Lorem Ipsum.</div>";"Lorem Ipsum - это текст-""рыба"", часто используемый в печати и вэб-дизайне. Lorem Ipsum является стандартной ""рыбой"" для текстов на латинице с начала XVI века. В то время некий безымянный печатник создал большую коллекцию размеров и форм шрифтов, используя Lorem Ipsum для распечатки образцов. Lorem Ipsum не только успешно пережил без заметных изменений пять веков, но и перешагнул в электронный дизайн. Его популяризации в новое время послужили публикация листов Letraset с образцами Lorem Ipsum в 60-х годах и, в более недавнее время, программы электронной вёрстки типа Aldus PageMaker, в шаблонах которых используется Lorem Ipsum.";s020306-01.jpg;telefon-xiaomi-redmi-note-4x---464gb;0;0;0;;"175 г";;;;;;;;;"Redmi Note";"5.5""";IPS;"1080x1920 пикс.";"Android 6.0.1 +  MIUI V8";"8 (Cortex A-53)";"Snapdragon 625";"2.0 ГГц";"4 ГБ";"64 ГБ";"до 128 ГБ";"2 sim";"nano-SIM. micro-SIM (microSD)";"850 / 900 / 1900 МГц";"850 / 900 / 1900 / 2100 МГц";"1800. 1900. 2100. 2300. 2500. 2600. 850. 900 МГц";"850 / 900 / 1900 / 2100 МГц";"13 Мп";"5 Мп";Есть;"4.2 LE";Есть;Есть;"802.11 a/b/g/n/ac";Есть;"microUSB. OTG. Аудио 3.5 мм";"4100 мАч";"151.0 x 76.0 x 8.4 мм";"Черный. розовый. золотой. серебряный. бирюзовый";Есть;Есть;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Смартфоны/Xiaomi;;"Телефон Xiaomi Redmi Note 4X - 3+32Gb";"В наличии";;179.71;;1;0.00;;;1;0;"Телефон Xiaomi Redmi Note 4X - 3+32Gb";"Телефон Xiaomi Redmi Note 4X - 3+32Gb";"Телефон Xiaomi Redmi Note 4X - 3+32Gb";"<div>Lorem Ipsum - это текст-""рыба"", часто используемый в печати и вэб-дизайне. Lorem Ipsum является стандартной ""рыбой"" для текстов на латинице с начала XVI века. В то время некий безымянный печатник создал большую коллекцию размеров и форм шрифтов, используя Lorem Ipsum для распечатки образцов. Lorem Ipsum не только успешно пережил без заметных изменений пять веков, но и перешагнул в электронный дизайн. Его популяризации в новое время послужили публикация листов Letraset с образцами Lorem Ipsum в 60-х годах и, в более недавнее время, программы электронной вёрстки типа Aldus PageMaker, в шаблонах которых используется Lorem Ipsum.</div>";"Lorem Ipsum - это текст-""рыба"", часто используемый в печати и вэб-дизайне. Lorem Ipsum является стандартной ""рыбой"" для текстов на латинице с начала XVI века. В то время некий безымянный печатник создал большую коллекцию размеров и форм шрифтов, используя Lorem Ipsum для распечатки образцов. Lorem Ipsum не только успешно пережил без заметных изменений пять веков, но и перешагнул в электронный дизайн. Его популяризации в новое время послужили публикация листов Letraset с образцами Lorem Ipsum в 60-х годах и, в более недавнее время, программы электронной вёрстки типа Aldus PageMaker, в шаблонах которых используется Lorem Ipsum.";s010303-01.jpg;telefon-xiaomi-redmi-note-4x---332gb;0;0;0;;"175 г";;;;;;;;;"Redmi Note";"5.5""";IPS;"1080x1920 пикс.";"Android 6.0.1 +  MIUI V8";"8 (Cortex A-53)";"Snapdragon 625";"2.0 ГГц";"3 ГБ";"32 ГБ";"до 128 ГБ";"2 sim";"nano-SIM. micro-SIM (microSD)";"850 / 900 / 1900 МГц";"850 / 900 / 1900 / 2100 МГц";"1800. 1900. 2100. 2300. 2500. 2600. 850. 900 МГц";"850 / 900 / 1900 / 2100 МГц";"13 Мп";"5 Мп";Есть;"4.2 LE";Есть;Есть;"802.11 a/b/g/n/ac";Есть;"microUSB. OTG. Аудио 3.5 мм";"4100 мАч";"151.0 x 76.0 x 8.4 мм";"Черный. розовый. золотой. серебряный. бирюзовый";Есть;Есть;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Смартфоны/Xiaomi;;"Телефон Xiaomi Redmi Note 4X - 2+32Gb";;;0.00;;1;0.00;;;1;0;"Телефон Xiaomi Redmi Note 4X - 2+32Gb";"Телефон Xiaomi Redmi Note 4X - 2+32Gb";"Телефон Xiaomi Redmi Note 4X - 2+32Gb";"<div>Lorem Ipsum - это текст-""рыба"", часто используемый в печати и вэб-дизайне. Lorem Ipsum является стандартной ""рыбой"" для текстов на латинице с начала XVI века. В то время некий безымянный печатник создал большую коллекцию размеров и форм шрифтов, используя Lorem Ipsum для распечатки образцов. Lorem Ipsum не только успешно пережил без заметных изменений пять веков, но и перешагнул в электронный дизайн. Его популяризации в новое время послужили публикация листов Letraset с образцами Lorem Ipsum в 60-х годах и, в более недавнее время, программы электронной вёрстки типа Aldus PageMaker, в шаблонах которых используется Lorem Ipsum.</div>";"Lorem Ipsum - это текст-""рыба"", часто используемый в печати и вэб-дизайне. Lorem Ipsum является стандартной ""рыбой"" для текстов на латинице с начала XVI века. В то время некий безымянный печатник создал большую коллекцию размеров и форм шрифтов, используя Lorem Ipsum для распечатки образцов. Lorem Ipsum не только успешно пережил без заметных изменений пять веков, но и перешагнул в электронный дизайн. Его популяризации в новое время послужили публикация листов Letraset с образцами Lorem Ipsum в 60-х годах и, в более недавнее время, программы электронной вёрстки типа Aldus PageMaker, в шаблонах которых используется Lorem Ipsum.";s020307-01.jpg;telefon-xiaomi-redmi-note-4x;0;0;0;;"175 г";;;;;;;;;"Redmi Note";"5.5""";IPS;"1080x1920 пикс.";"Android 6.0.1 +  MIUI V8";"8 (Cortex A-53)";"Snapdragon 625";"2.0 ГГц";"2 ГБ";"32 ГБ";"до 128 ГБ";"2 sim";"nano-SIM. micro-SIM (microSD)";"850 / 900 / 1900 МГц";"850 / 900 / 1900 / 2100 МГц";"1800. 1900. 2100. 2300. 2500. 2600. 850. 900 МГц";"850 / 900 / 1900 / 2100 МГц";"13 Мп";"5 Мп";Есть;"4.2 LE";Есть;Есть;"802.11 a/b/g/n/ac";Есть;"microUSB. OTG. Аудио 3.5 мм";"4100 мАч";"151.0 x 76.0 x 8.4 мм";"Черный. розовый. золотой. серебряный. бирюзовый";Есть;Есть;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
